Unnamed: 0,Point.Forecast,Lo.80,Hi.80,Lo.95,Hi.95,date
2023.0521,2.6744639078981598e-11,-31.0159100500973,31.0159100501508,-47.4347410438454,47.4347410438989,2023-01-14
2023.0548,1.7190555798558698e-11,-31.0159100501069,31.0159100501413,-47.434741043855,47.4347410438893,2023-01-15
2023.0575,1.1049507004114199e-11,-31.015910050113,31.0159100501351,-47.4347410438611,47.4347410438832,2023-01-16
2023.0603,7.10224885264507e-12,-31.015910050117,31.0159100501312,-47.434741043865,47.4347410438793,2023-01-17
2023.063,4.56555996797967e-12,-31.0159100501195,31.0159100501286,-47.4347410438676,47.4347410438767,2023-01-18
2023.0658,2.9349536022112297e-12,-31.0159100501211,31.015910050127,-47.4347410438692,47.4347410438751,2023-01-19
2023.0685,1.8889218033007897e-12,-31.0159100501222,31.015910050126,-47.4347410438703,47.434741043874,2023-01-20
2023.0712,1.21229412685635e-12,-31.0159100501229,31.0159100501253,-47.4347410438709,47.4347410438734,2023-01-21
2023.074,8.10000000000078,-22.9159100501233,39.1159100501249,-39.3347410438714,55.5347410438729,2023-01-22
2023.0767,5.009023394961809e-13,-31.0159100501236,31.0159100501246,-47.4347410438717,47.4347410438726,2023-01-23
2023.0795,3.21933965336397e-13,-31.0159100501238,31.0159100501244,-47.4347410438718,47.4347410438725,2023-01-24
2023.0822,2.06811767245213e-13,-31.0159100501239,31.0159100501243,-47.4347410438719,47.4347410438724,2023-01-25
2023.0849,1.33449102152526e-13,-31.0159100501239,31.0159100501242,-47.434741043872,47.4347410438723,2023-01-26
2023.0877,8.62062990295808e-14,-31.015910050124,31.0159100501242,-47.4347410438721,47.4347410438722,2023-01-27
2023.0904,5.46926189018705e-14,-31.015910050124,31.0159100501241,-47.4347410438721,47.4347410438722,2023-01-28
2023.0932,3.5316161592459e-14,-31.015910050124,31.0159100501241,-47.4347410438721,47.4347410438722,2023-01-29
2023.0959,2.2700750425560502e-14,-31.0159100501241,31.0159100501241,-47.4347410438721,47.4347410438722,2023-01-30
2023.0986,1.4591623300791602e-14,-31.0159100501241,31.0159100501241,-47.4347410438721,47.4347410438722,2023-01-31
2023.1014,9.379173518391611e-15,-31.0159100501241,31.0159100501241,-47.4347410438721,47.4347410438722,2023-02-01
2023.1041,6.028697359721041e-15,-31.0159100501241,31.0159100501241,-47.4347410438721,47.4347410438722,2023-02-02
2023.1068,3.8820171192176705e-15,-31.0159100501241,31.0159100501241,-47.4347410438721,47.4347410438722,2023-02-03
2023.1096,2.49077752861924e-15,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-04
2023.1123,1.6009739295374e-15,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-05
2023.1151,1.0289843359316901e-15,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-06
2023.1178,6.61315297280655e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-07
2023.1205,4.24906229426479e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-08
2023.1233,2.72793554714081e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-09
2023.126,1.74721082500815e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-10
2023.1288,1.11106437985091e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-11
2023.1315,6.91433291504737e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-12
2023.1342,4.0016097557986504e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-13
2023.137,1.75141764156391e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-14
2023.1397,-6.687430895755459e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-15
2023.1425,-2.48719249462393e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-16
2023.1452,-1.46100901122835e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-17
2023.1479,3.0,-28.0159100501241,34.0159100501241,-44.4347410438722,50.4347410438722,2023-02-18
2023.1507,-9.76008841609287e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-19
2023.1534,1.2489205114945001e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-20
2023.1562,1.3966855008041702e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-21
2023.1589,3.42767779093483e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-22
2023.1616,1.89292948582723e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-23
2023.1644,-8.36447600758412e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-24
2023.1671,1.0537284220796e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-25
2023.1699,5.755000053892551e-19,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-26
2023.1726,3.17447273557814e-19,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-27
2023.1753,1.76721998840327e-19,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-02-28
2023.1781,9.9406147511058e-20,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-01
2023.1808,5.65237806357823e-20,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-02
2023.1836,2.49342397284314e-19,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-03
2023.1863,3.441615404358e-19,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-04
2023.189,7.15845030219213e-19,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-05
2023.1918,1.33475090814862e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-06
2023.1945,2.5518342116015e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-07
2023.1973,4.9151789303273e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-08
2023.2,9.349291608120689e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-09
2023.2027,1.8713493077737602e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-10
2023.2055,3.13609692765435e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-11
2023.2082,9.05480006146488e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-12
2023.211,5.93823273602277e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-13
2023.2137,2.7684583000838798e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-14
2023.2164,5.5509182020241305e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-15
2023.2192,1.11018214614358e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-16
2023.2219,1.62636794213115e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-17
2023.2247,5.4904041236798e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-18
2023.2274,2.22014427223503e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-19
2023.2301,3.33008224810431e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-20
2023.2329,9.836532923176279e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-21
2023.2356,-3.10585194840907e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-22
2023.2384,9.75801858204036e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-23
2023.2411,-8.09488603469915e-19,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-24
2023.2438,-1.5581935511282e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-25
2023.2466,-2.99952077688457e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-26
2023.2493,-5.773773848779919e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-27
2023.2521,-1.11127518052948e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-28
2023.2548,-2.13951937866721e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-29
2023.2575,-4.11487805316984e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-30
2023.2603,-7.94186834294698e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-03-31
2023.263,-1.49740990982463e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-01
2023.2658,-2.97973752933404e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-02
2023.2685,-5.16474907803137e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-03
2023.2712,-1.3640559061684001e-15,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-04
2023.274,18.8,-12.2159100501241,49.8159100501241,-28.6347410438722,66.2347410438721,2023-04-05
2023.2767,32.5,1.48408994987592,63.5159100501241,-14.9347410438722,79.9347410438722,2023-04-06
2023.2795,-6.34509250033345e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-07
2023.2822,-4.19079487246276e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-08
2023.2849,-5.12481076200748e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-09
2023.2877,-3.24493786536299e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-10
2023.2904,-1.53270838643463e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-11
2023.2932,-1.09620471192577e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-12
2023.2959,-1.26550352801242e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-13
2023.2986,-2.0313255459812e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-14
2023.3014,-4.06235829095377e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-15
2023.3041,-5.8130853354712e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-16
2023.3068,-2.37953690193715e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-17
2023.3096,4.6,-26.4159100501241,35.6159100501241,-42.8347410438721,52.0347410438722,2023-04-18
2023.3123,-7.289716369495399e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-19
2023.3151,3.6814237760991794e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-20
2023.3178,-1.3196782606927201e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-21
2023.3205,-7.542535166303109e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-22
2023.3233,-2.0165623538966102e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-23
2023.326,-3.5190319249803703e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-24
2023.3288,-6.88937752571767e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-25
2023.3315,-1.14414439606078e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-26
2023.3342,-3.3286384424124005e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-27
2023.337,4.1,-26.9159100501241,35.1159100501241,-43.3347410438721,51.5347410438722,2023-04-28
2023.3397,-5.63040153356148e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-29
2023.3425,-6.79849444475141e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-04-30
2023.3452,-2.8059941143779403e-15,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-01
2023.3479,54.4,23.3840899498759,85.4159100501241,6.96525895612785,101.834741043872,2023-05-02
2023.3507,5.12377504783203e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-03
2023.3534,1.7416186009112e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-04
2023.3562,1.02944938640298e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-05
2023.3589,1.07984516782091e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-06
2023.3616,2.32173937097561e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-07
2023.3644,9.35389163697132e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-08
2023.3671,-2.91942539402112e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-09
2023.3699,6.6268364585325196e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-10
2023.3726,1.82077590927765e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-11
2023.3753,-2.15986386485233e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-12
2023.3781,-7.17429046406321e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-13
2023.3808,-2.87843852885981e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-14
2023.3836,-3.9721563625164404e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-15
2023.3863,-5.81595867825828e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-16
2023.389,-2.27901247266039e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-17
2023.3918,4.3,-26.7159100501241,35.3159100501241,-43.1347410438722,51.7347410438721,2023-05-18
2023.3945,-1.05997297028329e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-19
2023.3973,-4.2375805113497e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-20
2023.4,-8.598981867076199e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-21
2023.4027,-2.31754632588121e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-22
2023.4055,3.6,-27.4159100501241,34.6159100501241,-43.8347410438721,51.0347410438722,2023-05-23
2023.4082,3.0,-28.0159100501241,34.0159100501241,-44.4347410438722,50.4347410438722,2023-05-24
2023.411,-6.44925432314223e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-25
2023.4137,-1.12619617190719e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-26
2023.4164,-3.43408138114972e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-27
2023.4192,4.8,-26.2159100501241,35.8159100501241,-42.6347410438722,52.2347410438721,2023-05-28
2023.4219,3.6,-27.4159100501241,34.6159100501241,-43.8347410438721,51.0347410438722,2023-05-29
2023.4247,-4.47934307944607e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-05-30
2023.4274,4.3,-26.7159100501241,35.3159100501241,-43.1347410438722,51.7347410438721,2023-05-31
2023.4301,8.4,-22.6159100501241,39.4159100501241,-39.0347410438721,55.8347410438722,2023-06-01
2023.4329,4.6,-26.4159100501241,35.6159100501241,-42.8347410438721,52.0347410438722,2023-06-02
2023.4356,0.3,-30.7159100501241,31.3159100501241,-47.1347410438722,47.7347410438721,2023-06-03
2023.4384,-4.22431153234805e-18,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-04
2023.4411,4.25601539278266e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-05
2023.4438,4.24738013333346e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-06
2023.4466,9.80316323404597e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-07
2023.4493,1.75814287616271e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-08
2023.4521,4.45034732997074e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-09
2023.4548,2.69891704706096e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-10
2023.4575,8.5779347443997e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-11
2023.4603,-2.76709150719269e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-12
2023.463,3.63002175989401e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-13
2023.4658,-7.22405644782155e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-14
2023.4685,-3.37397333899196e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-15
2023.4712,2.7543790276992502e-19,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-16
2023.474,-2.56637534568285e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-17
2023.4767,-4.73689266135252e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-18
2023.4795,-9.7399366087269e-17,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-19
2023.4822,-2.0182571107961001e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-20
2023.4849,-2.9408490322533097e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-21
2023.4877,-1.1531590064695001e-15,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-22
2023.4904,21.6,-9.41591005012408,52.6159100501241,-25.8347410438721,69.0347410438721,2023-06-23
2023.4932,1.5,-29.5159100501241,32.5159100501241,-45.9347410438722,48.9347410438722,2023-06-24
2023.4959,-1.35532833967226e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-25
2023.4986,-2.26876581576964e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-26
2023.5014,-3.99138047252205e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-27
2023.5041,-1.9994289007800103e-15,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-06-28
2023.5068,38.1,7.08408994987593,69.1159100501241,-9.33474104387214,85.5347410438722,2023-06-29
2023.5096,6.4,-24.6159100501241,37.4159100501241,-41.0347410438722,53.8347410438721,2023-06-30
2023.5123,-3.91781181745874e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-07-01
2023.5151,5.6,-25.4159100501241,36.6159100501241,-41.8347410438721,53.0347410438722,2023-07-02
2023.5178,2.0,-29.0159100501241,33.0159100501241,-45.4347410438722,49.4347410438722,2023-07-03
2023.5205,-3.1630094560848397e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-07-04
2023.5233,5.3,-25.7159100501241,36.3159100501241,-42.1347410438722,52.7347410438721,2023-07-05
2023.526,1.0,-30.0159100501241,32.0159100501241,-46.4347410438722,48.4347410438722,2023-07-06
2023.5288,4.6,-26.4159100501241,35.6159100501241,-42.8347410438721,52.0347410438722,2023-07-07
2023.5315,7.6,-23.4159100501241,38.6159100501241,-39.8347410438721,55.0347410438722,2023-07-08
2023.5342,6.4,-24.6159100501241,37.4159100501241,-41.0347410438722,53.8347410438721,2023-07-09
2023.537,-5.35509618315603e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-07-10
2023.5397,4.6,-26.4159100501241,35.6159100501241,-42.8347410438721,52.0347410438722,2023-07-11
2023.5425,19.1,-11.9159100501241,50.1159100501241,-28.3347410438721,66.5347410438721,2023-07-12
2023.5452,0.5,-30.5159100501241,31.5159100501241,-46.9347410438722,47.9347410438722,2023-07-13
2023.5479,0.800000000000001,-30.2159100501241,31.8159100501241,-46.6347410438721,48.2347410438722,2023-07-14
2023.5507,2.2859303715018e-16,-31.0159100501241,31.0159100501241,-47.4347410438722,47.4347410438722,2023-07-15
2023.5534,3.3,-27.7159100501241,34.3159100501241,-44.1347410438721,50.7347410438722,2023-07-16
2023.5562,57.9,26.8840899498759,88.9159100501241,10.4652589561278,105.334741043872,2023-07-17
2023.5589,14.5,-16.5159100501241,45.5159100501241,-32.9347410438722,61.9347410438722,2023-07-18
2023.5616,10.7,-20.3159100501241,41.7159100501241,-36.7347410438721,58.1347410438722,2023-07-19
2023.5644,5.179243582249121e-15,-31.0159100501241,31.0159100501241,-47.4347410438721,47.4347410438722,2023-07-20
